author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
ПИК,developer,https://www.cian.ru/sale/flat/305378038/,Москва,sale,flat,19,33,1,25.6,8294860,2025,-1,"Панельный, монолитный",-1,Чистовая,"12,5 м²","6,4 м²",+74951387148,Люблино,14.5,14.5,Братиславская,Люблинский парк ЖК
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/307697288/,Москва,sale,flat,16,25,-1,24.0,8400000,2022,-1,-1,-1,-1,-1,-1,+79645642842,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,Апартаментный комплекс Level Стрешнево
ПИК,developer,https://www.cian.ru/sale/flat/306988771/,Москва,sale,flat,29,33,1,23.77,8688315,2025,-1,Монолитный,-1,Чистовая,"11,7 м²","5,9 м²",+74996498975,Чертаново Южное,,4,Красный Строитель,Ютаново ЖК
А101,developer,https://www.cian.ru/sale/flat/306737679/,Москва,sale,flat,12,12,1,20.9,9019813,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","10,4 м²",3 м²,+74951379021,,проспект Куприна,,Бунинская аллея,Скандинавия
А101,developer,https://www.cian.ru/sale/flat/306743463/,Москва,sale,flat,16,16,1,23.3,9122929,2025,-1,-1,-1,Чистовая,"9,6 м²","5,4 м²",+74951374415,,,3.5,Новомосковская,Дзен-кварталы ЖК
ПИК,developer,https://www.cian.ru/sale/flat/307596972/,Москва,sale,flat,31,33,1,19.8,9510573,2023,-1,Монолитный,-1,Чистовая,"9,7 м²","5,1 м²",+74996498975,Чертаново Южное,Дорожная ,46к5,Красный Строитель,Ютаново
,,https://www.cian.ru/sale/flat/296326236/,Москва,sale,flat,4,23,-1,37.1,9930907,2024,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая",-1,-1,+78005116552,Южнопортовый,м. Волгоградский проспект,,Волгоградский проспект,Хайвэй ЖК
,,https://www.cian.ru/sale/flat/309292987/,Москва,sale,flat,23,26,1,21.1,10277564,2025,-1,-1,-1,-1,-1,-1,+74951384052,Западное Дегунино,Северный ао,,Верхние Лихоборы,Тринити
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/307195889/,Москва,sale,flat,12,26,1,24.0,10331928,2025,-1,Монолитный,-1,Без отделки,"11,5 м²","4,1 м²",+74951374127,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
,,https://www.cian.ru/sale/flat/309229389/,Москва,sale,flat,29,30,1,27.56,10577210,2025,-1,-1,-1,-1,-1,-1,+78005116552,Рязанский,Рязанский проспект,,Рязанский проспект,Первый Рязанский
ПИК,developer,https://www.cian.ru/sale/flat/306986861/,Москва,sale,flat,2,33,1,25.5,10860807,2025,-1,Монолитный,-1,Чистовая,"12,5 м²","6,4 м²",+74951377163,Нагатино-Садовники,,к7,Коломенская,Второй Нагатинский ЖК
,,https://www.cian.ru/sale/flat/309229389/,Москва,sale,flat,29,30,1,27.56,10577210,2025,-1,-1,-1,-1,-1,-1,+78005116552,Рязанский,Рязанский проспект,,Рязанский проспект,Первый Рязанский
ПИК,developer,https://www.cian.ru/sale/flat/306980490/,Москва,sale,flat,22,28,1,19.8,10562745,2025,-1,Монолитный,-1,Чистовая,"9,7 м²","5,1 м²",+74951374352,Гольяново,,,Черкизовская,Амурский парк ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309197364/,Москва,sale,flat,3,9,1,26.58,10561118,2025,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая",12 м²,4 м²,+74951387355,,,к1,Саларьево,Квартал Румянцево ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306986171/,Москва,sale,flat,12,25,1,19.9,10648569,2025,-1,"Панельный, монолитный",-1,Чистовая,"9,8 м²","5,1 м²",+74951384083,Бабушкинский,,2.1,Свиблово,Кольская 8 ЖК
,,https://www.cian.ru/sale/flat/304145855/,Москва,sale,flat,9,30,1,24.98,10578033,2027,-1,-1,-1,-1,-1,-1,+74992858500,Нагатино-Садовники,Каширское шоссе,1,Нагатинская,BeLuck Коломенское
ПИК,developer,https://www.cian.ru/sale/flat/306982682/,Москва,sale,flat,2,38,1,20.0,10727039,2025,-1,Монолитный,-1,Чистовая,"9,8 м²","5,1 м²",+74951374234,Южнопортовый,,1.1,Волгоградский проспект,Первый Дубровский ЖК
MR Group,developer,https://www.cian.ru/sale/flat/307999763/,Москва,sale,flat,5,59,1,23.5,10673700,2028,-1,-1,-1,Без отделки,"8,7 м²",-1,+74951346358,Можайский,Верейская ,29С32А,Давыдково,SET
ПИК,developer,https://www.cian.ru/sale/flat/306382908/,Москва,sale,flat,10,26,1,24.2,10735507,2027,-1,Монолитный,-1,"Предчистовая, чистовая","9,5 м²","7,7 м²",+74951375112,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Матвеевский парк
ПИК,developer,https://www.cian.ru/sale/flat/306987258/,Москва,sale,flat,24,33,1,23.7,10697895,2025,-1,Монолитный,-1,Чистовая,"11,6 м²",6 м²,+74951377163,Нагатино-Садовники,,к6,Коломенская,Второй Нагатинский ЖК
А101,developer,https://www.cian.ru/sale/flat/306737399/,Москва,sale,flat,10,11,1,31.6,10671541,2025,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","13,1 м²","9,4 м²",+74951379021,,м. Бунинская аллея,,Бунинская аллея,Скандинавия
ЛСР,developer,https://www.cian.ru/sale/flat/307518720/,Москва,sale,flat,14,43,1,18.8,10701806,2027,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, чистовая","7,9 м²","5,1 м²",+74951378798,Даниловский,21/22,21/22,ЗИЛ,Зиларт ЖК
Основа,developer,https://www.cian.ru/sale/flat/307226187/,Москва,sale,flat,3,29,-1,27.2,10692320,2025,-1,Монолитный,-1,"Без отделки, предчистовая, черновая, чистовая","18,1 м²","4,1 м²",+74951377247,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
Основа,developer,https://www.cian.ru/sale/flat/293006026/,Москва,sale,flat,11,29,-1,23.3,10694700,2025,-1,Монолитный,-1,"Без отделки, предчистовая, черновая, чистовая","15,5 м²","2,8 м²",+74951377247,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
ПИК,developer,https://www.cian.ru/sale/flat/306986111/,Москва,sale,flat,13,25,1,21.8,10740249,2025,-1,"Панельный, монолитный",-1,Чистовая,"10,7 м²","5,5 м²",+74951384083,Бабушкинский,,2.1,Свиблово,Кольская 8 ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306980671/,Москва,sale,flat,14,33,1,19.9,10744089,2025,-1,Монолитный,-1,Чистовая,"9,8 м²","5,1 м²",+74951374352,Гольяново,,1.1,Черкизовская,Амурский парк ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306980448/,Москва,sale,flat,33,33,1,23.5,10713743,2025,-1,Монолитный,-1,Чистовая,"11,5 м²","5,9 м²",+74951374352,Гольяново,,1.5,Черкизовская,Амурский парк ЖК
MR Group,developer,https://www.cian.ru/sale/flat/307999766/,Москва,sale,flat,8,59,1,23.3,10678390,2028,-1,-1,-1,Без отделки,"8,5 м²",-1,+74951346358,Можайский,Верейская ,29С32А,Давыдково,SET
MR Group,developer,https://www.cian.ru/sale/flat/308167136/,Москва,sale,flat,3,16,1,20.8,10666448,2027,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая","13,4 м²",-1,+74951346365,Покровское-Стрешнево,Вишневая ,7С128,Тушинская,Мультиквартал CITYZEN
АЙГРИН,developer,https://www.cian.ru/sale/flat/300193665/,Москва,sale,flat,9,14,-1,34.37,10671819,2026,-1,Монолитно-кирпичный,-1,Чистовая с мебелью,-1,-1,+74951377231,Силино,проспект Генерала Алексеева,17с1,Зеленоград — Крюково,Апарт-отель Сигма Силино
ПИК,developer,https://www.cian.ru/sale/flat/308968452/,Москва,sale,flat,18,33,1,20.08,10766092,2025,-1,Монолитный,-1,Чистовая,"9,9 м²","5,1 м²",+74951374234,Южнопортовый,,1.3,Волгоградский проспект,Первый Дубровский ЖК
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/307196528/,Москва,sale,flat,5,20,1,25.1,10860896,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, чистовая","12,4 м²","4,1 м²",+74951378725,Головинский,Михалковская ,48С4,Коптево,Михалковский
Самолет,developer,https://www.cian.ru/sale/flat/309194647/,Москва,sale,flat,2,9,-1,22.0,10863248,2025,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая","11,7 м²","3,4 м²",+74951374311,Можайский,,2.1,Давыдково,Верейская 41 ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306987322/,Москва,sale,flat,29,33,1,25.5,10894365,2025,-1,Монолитный,-1,Чистовая,"12,5 м²","6,4 м²",+74951377163,Нагатино-Садовники,,к6,Коломенская,Второй Нагатинский ЖК
ID 107343712,homeowner,https://www.cian.ru/sale/flat/307701713/,Москва,sale,flat,17,33,1,20.0,10800000,2024,-1,-1,-1,-1,"14,9 м²",5 м²,+79855844426,Гольяново,Амурская ,2к2,Черкизовская,Амурский парк
ЛСР,developer,https://www.cian.ru/sale/flat/309234256/,Москва,sale,flat,8,43,1,19.9,10887787,2027,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, чистовая","8,6 м²","5,2 м²",+74951378798,Даниловский,21/22,21/22,ЗИЛ,Зиларт ЖК
Основа,developer,https://www.cian.ru/sale/flat/293623776/,Москва,sale,flat,22,28,-1,18.1,10860000,2027,-1,Монолитный,-1,"Без отделки, черновая","10,9 м²","2,2 м²",+74951370083,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306986861/,Москва,sale,flat,2,33,1,25.5,10860807,2025,-1,Монолитный,-1,Чистовая,"12,5 м²","6,4 м²",+74951377163,Нагатино-Садовники,,к7,Коломенская,Второй Нагатинский ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306203728/,Москва,sale,flat,2,24,1,27.9,10868054,2026,-1,Монолитный,-1,Без отделки,"12,2 м²","6,9 м²",+74951387058,Покровское-Стрешнево,,к8,Спартак,Холланд Парк ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306982100/,Москва,sale,flat,32,33,1,27.2,11020596,2025,-1,Монолитный,-1,Чистовая,"13,4 м²","6,7 м²",+74951370833,Отрадное,,2.2,Владыкино,Сигнальный 16 ЖК
Основа,developer,https://www.cian.ru/sale/flat/304229979/,Москва,sale,flat,2,28,-1,25.3,11397650,2027,-1,Монолитный,-1,"Без отделки, черновая","17,8 м²","2,5 м²",+74951370083,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК
Основа,developer,https://www.cian.ru/sale/flat/304953863/,Москва,sale,flat,2,28,1,21.0,11655000,2024,-1,Монолитно-кирпичный,-1,"Без отделки, черновая",14 м²,2 м²,+74951347274,Головинский,Михалковская ,50,Коптево,UNO.Головинские пруды
Самолет,developer,https://www.cian.ru/sale/flat/309194361/,Москва,sale,flat,8,8,1,26.48,11784007,2025,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая","11,8 м²","5,2 м²",+74951470586,Марьино,,1,Марьино,Квартал Домашний ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309194618/,Москва,sale,flat,3,16,-1,26.5,12099290,2025,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая","14,5 м²","4,7 м²",+74951374311,Можайский,,3.2,Давыдково,Верейская 41 ЖК
Надежда Жвикова,realtor,https://www.cian.ru/sale/flat/309303300/,Москва,sale,flat,12,39,1,26.6,12400000,2019,-1,-1,-1,-1,15 м²,5 м²,+79858424134,Западное Дегунино,Ильменский проезд,14к8,Селигерская,Селигер Сити
Основа,developer,https://www.cian.ru/sale/flat/299250783/,Москва,sale,flat,15,29,-1,29.9,12417470,2025,-1,Монолитный,-1,"Без отделки, предчистовая, черновая, чистовая","20,5 м²","4,4 м²",+74951377247,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/307196755/,Москва,sale,flat,7,20,1,29.2,12853840,2024,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, чистовая","20,4 м²",-1,+74951378725,Головинский,Михалковская ,48к1,Коптево,Михалковский
ID 93991942,unknown,https://dolgoprudny.cian.ru/sale/flat/307146178/,Долгопрудный,sale,flat,5,18,1,46.1,8800000,2015,-1,-1,-1,-1,"19,6 м²","12,3 м²",+79154080579,,Набережная ,21к1,Водники,Московские водники
ИНКОМ-Недвижимость,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/307874336/,Долгопрудный,sale,flat,14,27,1,44.2,9350000,-1,-1,-1,-1,-1,"21,4 м²","11,6 м²",+79671668161,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11"
ID 72329732,realtor,https://dolgoprudny.cian.ru/sale/flat/307627869/,Долгопрудный,sale,flat,5,9,1,41.0,8550000,2004,-1,-1,-1,-1,17 м²,13 м²,+79060525360,,Московское шоссе,59к1,Водники,
Майя Джомидава,realtor,https://dolgoprudny.cian.ru/sale/flat/303962286/,Долгопрудный,sale,flat,1,5,1,30.2,5600000,1967,-1,-1,-1,-1,18 м²,6 м²,+79057135874,, Железнякова,2а,Водники,
ID 15216000,homeowner,https://dolgoprudny.cian.ru/sale/flat/289859004/,Долгопрудный,sale,flat,10,15,1,45.0,10490000,2017,-1,-1,-1,-1,20 м²,15 м²,+79651098142,,Набережная ,29к1,Водники,Московские водники
Павел Ибрагимов,realtor,https://dolgoprudny.cian.ru/sale/flat/308428486/,Долгопрудный,sale,flat,24,24,1,35.0,8700000,2021,-1,-1,-1,-1,15 м²,10 м²,+79160669134,,Парковая ,50,Водники,Бригантина
ID 72329732,realtor,https://dolgoprudny.cian.ru/sale/flat/308186227/,Долгопрудный,sale,flat,3,5,1,30.7,5900000,1966,-1,-1,-1,-1,-1,6 м²,+79060525360,,Дирижабельная ,22/15,Долгопрудная,
Марьяна Кунижева,realtor,https://dolgoprudny.cian.ru/sale/flat/308297002/,Долгопрудный,sale,flat,1,3,1,31.0,5990000,-1,-1,-1,-1,-1,-1,-1,+79645398562,мкр. Старый город,Октябрьская ,29а,,
ID 83634082,homeowner,https://dolgoprudny.cian.ru/sale/flat/308331153/,Долгопрудный,sale,flat,6,17,1,44.6,9800000,2009,-1,-1,-1,-1,-1,"9,7 м²",+79660642166,,Новый бульвар,21,Долгопрудная,
Инна Ларди,realtor,https://dolgoprudny.cian.ru/sale/flat/305558661/,Долгопрудный,sale,flat,9,9,1,34.0,6700000,1971,-1,-1,-1,-1,16 м²,6 м²,+79855326254,,Дирижабельная ,17,Долгопрудная,
Этажи Москва,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/308899691/,Долгопрудный,sale,flat,14,25,1,45.7,9150000,2018,-1,-1,-1,-1,22 м²,11 м²,+79688514677,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11"
Галант,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/299607589/,Долгопрудный,sale,flat,4,5,1,31.4,6100000,1967,-1,-1,-1,-1,18 м²,"5,7 м²",+79850427471,,Нагорная ,10,Долгопрудная,
ГОРОБМЕН,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/306120634/,Долгопрудный,sale,flat,2,5,1,31.0,6500000,1970,-1,-1,-1,-1,"18,6 м²",6 м²,+79152315211,, Циолковского,13,Долгопрудная,
Игорь Смирнов,realtor,https://dolgoprudny.cian.ru/sale/flat/308437368/,Долгопрудный,sale,flat,1,2,1,31.5,6000000,1953,-1,-1,-1,-1,16 м²,"7,4 м²",+79623695578,,Заводская ,8,Водники,
ID 496415,homeowner,https://dolgoprudny.cian.ru/sale/flat/308748951/,Долгопрудный,sale,flat,19,19,1,44.6,9100000,2015,-1,-1,-1,-1,"21,4 м²","12,1 м²",+79150148852,,проспект Ракетостроителей,7к1,Долгопрудная,
ГАРАНТИЯ,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/309332919/,Долгопрудный,sale,flat,12,19,1,46.0,8950000,-1,-1,-1,-1,-1,21 м²,12 м²,+79684431710,,проспект Ракетостроителей,9к1,Долгопрудная,
ИНВЕСТ НЕДВИЖИМОСТЬ,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/304170426/,Долгопрудный,sale,flat,11,13,1,31.4,6990000,2025,-1,-1,-1,Без отделки,15 м²,10 м²,+79660614792,,Заводская ,,Водники,Бригантина
ESTATE FM,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/309040702/,Долгопрудный,sale,flat,1,3,1,31.5,6650000,-1,-1,-1,-1,-1,19 м²,7 м²,+79660621547,,Московское шоссе,27,Долгопрудная,
ID 73960608,unknown,https://dolgoprudny.cian.ru/sale/flat/308158411/,Долгопрудный,sale,flat,2,2,1,35.0,6000000,-1,-1,-1,-1,-1,-1,6 м²,+79660503734,,Северная ,10,Долгопрудная,
Инна Антипова,realtor,https://dolgoprudny.cian.ru/sale/flat/308231619/,Долгопрудный,sale,flat,15,27,1,44.2,9900000,2018,-1,-1,-1,-1,"21,3 м²","11,4 м²",+79670017833,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11"
ID 98837104,homeowner,https://dolgoprudny.cian.ru/sale/flat/308072324/,Долгопрудный,sale,flat,4,4,1,31.2,7650000,1963,-1,-1,-1,-1,"18,5 м²",6 м²,+79660532017,, Павлова,9,Долгопрудная,
Галант,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/308257578/,Долгопрудный,sale,flat,12,23,1,30.5,8300000,2021,-1,-1,-1,-1,"12,3 м²","9,8 м²",+79850427471,,Парковая ,52к1,Водники,Бригантина
ID 109824323,homeowner,https://dolgoprudny.cian.ru/sale/flat/308183375/,Долгопрудный,sale,flat,11,19,1,46.0,9900000,2015,-1,-1,-1,-1,21 м²,12 м²,+79096300794,,проспект Ракетостроителей,9к1,Долгопрудная,
Галант,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/308951507/,Долгопрудный,sale,flat,5,5,1,30.3,6500000,1967,-1,-1,-1,-1,-1,6 м²,+79850427471,, Железнякова,2,Водники,
Владис,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/297903183/,Долгопрудный,sale,flat,2,5,1,32.0,6699000,1985,-1,-1,-1,-1,18 м²,6 м²,+79680685384,,Московское шоссе,47,Долгопрудная,
Место,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/308872073/,Долгопрудный,sale,flat,6,23,1,34.0,7300000,2021,-1,-1,-1,-1,18 м²,11 м²,+79629002843,,Парковая ,48,Долгопрудная,Бригантина
Татьяна Галанина,realtor,https://dolgoprudny.cian.ru/sale/flat/298262302/,Долгопрудный,sale,flat,1,9,1,33.0,6500000,1984,-1,-1,-1,-1,"17,5 м²",6 м²,+79067154531,, Академика Лаврентьева,23,Долгопрудная,
Галант,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/308931747/,Долгопрудный,sale,flat,13,23,1,31.8,8000000,2021,-1,-1,-1,-1,"14,7 м²","8,6 м²",+79850427471,,Парковая ,52,Водники,Бригантина
ID 88057659,homeowner,https://dolgoprudny.cian.ru/sale/flat/308495920/,Долгопрудный,sale,flat,13,23,1,30.3,8200000,2021,-1,-1,-1,-1,-1,5 м²,+79660622757,,Парковая ,48,Долгопрудная,Бригантина
Алексей Паршков,realtor,https://dolgoprudny.cian.ru/sale/flat/307716111/,Долгопрудный,sale,flat,17,23,1,34.0,6800000,2023,-1,-1,-1,-1,17 м²,12 м²,+79653859686,,Парковая ,44к1,Водники,Бригантина
Самолет плюс,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/306314116/,Долгопрудный,sale,flat,6,23,1,43.0,11600000,2019,-1,-1,-1,-1,19 м²,"12,7 м²",+79164430875,,Новый бульвар,2,Долгопрудная,"по ул. Дирижабельная, 1"
ID 110204457,homeowner,https://dolgoprudny.cian.ru/sale/flat/299060732/,Долгопрудный,sale,flat,4,19,1,44.6,9200000,2014,-1,-1,-1,-1,"21,4 м²",12 м²,+79167728342,,проспект Ракетостроителей,5к1,Долгопрудная,
ID 105028604,homeowner,https://dolgoprudny.cian.ru/sale/flat/289769520/,Долгопрудный,sale,flat,9,25,1,32.0,8000000,2021,-1,-1,-1,-1,14 м²,9 м²,+79858104731,,Парковая ,54,Долгопрудная,
Владис,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/305923070/,Долгопрудный,sale,flat,19,25,1,36.3,9699000,2020,-1,-1,-1,-1,"14,4 м²","8,9 м²",+79661526277,,бульвар Космонавта Сереброва А.А.,4,Долгопрудная,Центральный (Долгопрудный)
ID 81473411,homeowner,https://dolgoprudny.cian.ru/sale/flat/302699928/,Долгопрудный,sale,flat,4,5,1,31.0,5500000,1965,-1,-1,-1,-1,"18,5 м²","5,5 м²",+79857310198,, Нефтяников,16,Шереметьевская,
ID 47017257,homeowner,https://dolgoprudny.cian.ru/sale/flat/305029313/,Долгопрудный,sale,flat,5,17,1,42.4,9850000,2006,-1,-1,-1,-1,"22,9 м²",12 м²,+79152432405,,Новый бульвар,19,Долгопрудная,
Эксперт,real_estate_agent,https://dolgoprudny.cian.ru/sale/flat/306231345/,Долгопрудный,sale,flat,9,17,1,42.3,10900000,2008,-1,-1,-1,-1,"16,3 м²","13,9 м²",+79801201513,,Новый бульвар,15,Долгопрудная,
,,https://dolgoprudny.cian.ru/sale/flat/306627926/,Долгопрудный,sale,flat,20,23,1,34.5,8856464,2026,-1,Монолитный,-1,"Без отделки, чистовая",-1,-1,+74951384886,,,,Хлебниково,Бригантина ЖК
,,https://dolgoprudny.cian.ru/sale/flat/306627926/,Долгопрудный,sale,flat,20,23,1,34.5,8856464,2026,-1,Монолитный,-1,"Без отделки, чистовая",-1,-1,+74951384886,,,,Хлебниково,Бригантина ЖК
ID 102339337,homeowner,https://dolgoprudny.cian.ru/sale/flat/306701329/,Долгопрудный,sale,flat,5,5,1,32.0,6900000,1963,-1,-1,-1,-1,20 м²,6 м²,+79645640712,,Московское шоссе,43к2,Долгопрудная,
,,https://dolgoprudny.cian.ru/sale/flat/306627926/,Долгопрудный,sale,flat,20,23,1,34.5,8856464,2026,-1,Монолитный,-1,"Без отделки, чистовая",-1,-1,+74951384886,,,,Хлебниково,Бригантина ЖК
ID 102339337,homeowner,https://dolgoprudny.cian.ru/sale/flat/306701329/,Долгопрудный,sale,flat,5,5,1,32.0,6900000,1963,-1,-1,-1,-1,20 м²,6 м²,+79645640712,,Московское шоссе,43к2,Долгопрудная,
,,https://dolgoprudny.cian.ru/sale/flat/306627926/,Долгопрудный,sale,flat,20,23,1,34.5,8856464,2026,-1,Монолитный,-1,"Без отделки, чистовая",-1,-1,+74951384886,,,,Хлебниково,Бригантина ЖК
ID 102339337,homeowner,https://dolgoprudny.cian.ru/sale/flat/306701329/,Долгопрудный,sale,flat,5,5,1,32.0,6900000,1963,-1,-1,-1,-1,20 м²,6 м²,+79645640712,,Московское шоссе,43к2,Долгопрудная,
